customerID,gender,SeniorCitizen,tenure_months,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,Churn
C100934,Male,0,28,One year,Fiber optic,Electronic check,84.18,2348.65,1,No
C100387,Female,0,51,Month-to-month,DSL,Credit card,72.65,3692.68,1,No
C101469,Male,0,12,Month-to-month,Fiber optic,Credit card,81.15,967.56,3,Yes
C100390,Female,1,55,Month-to-month,DSL,Electronic check,57.84,3189.95,1,No
C100743,Male,1,2,Month-to-month,DSL,Bank transfer,41.36,57.36,2,Yes
C100352,male,0,9,One year,Fiber optic,Bank transfer,91.32,806.7,0,Yes
C101217,Female,1,14,Month-to-month,Fiber optic,Mailed check,78.17,1086.9,2,Yes
C100235,Female,0,49,Month-to-month,DSL,Mailed check,65.06,3185.92,3,Yes
C101706,Female,1,61,Two year,DSL,Bank transfer,47.65,2909.43,0,No
C100480,Male,0,48,Month-to-month,Fiber optic,Credit card,63.38,3055.1,0,No
C100567,Male,0,6,Month-to-month,Fiber optic,Bank transfer,66.82,388.58,1,No
C101140,Female,1,13,One year,Fiber optic,Mailed check,81.24,1045.7,2,No
C101681,Male,1,49,Month-to-month,Fiber optic,Electronic check,64.02,3158.42,0,No
C101864,Female,0,17,One year,Fiber optic,Electronic check,86.45,1501.03,0,No
C101565,Male,0,68,Month-to-month,No,Credit card,32.93,2210.25,2,No
C100120,Male,0,16,Two year,DSL,Electronic check,54.42,902.03,1,No
C101982,Male,0,39,Two year,No,Credit card,32.99,1293.84,0,No
C101024,Female,0,9,One year,DSL,Credit card,70.68,663.23,0,Yes
C101086,Female,0,32,One year,Fiber optic,Credit card,75.26,2416.66,1,No
C101272,Female,0,41,Two year,DSL,Bank transfer,73.38,2979.21,1,No
C100926,Female,0,28,Month-to-month,DSL,Mailed check,56.18,1534.18,2,Yes
C100515,Male,0,22,Month-to-month,Fiber optic,Electronic check,65.66,1429.05,1,No
C100223,Male,0,18,Month-to-month,DSL,Mailed check,47.66,838.63,1,Yes
C101477,Male,0,58,Month-to-month,DSL,Credit card,50.41,2924.12,1,Yes
C100613,Male,0,4,Month-to-month,DSL,Bank transfer,57.99,227.12,1,Yes
C100843,Male,1,24,Month-to-month,DSL,Credit card,43.69,1062.94,2,No
C101245,Female,0,32,One year,No,Electronic check,15.0,479.37,2,No
C100052,Male,0,28,Month-to-month,No,Bank transfer,26.78,736.41,2,No
C101843,Female,0,63,One year,Fiber optic,Bank transfer,69.5,4347.87,1,No
C100485,Male,0,67,Month-to-month,No,Credit card,15.0,1005.19,0,No
C101933,Female,1,36,Month-to-month,DSL,Bank transfer,59.89,2163.53,0,Yes
C100818,Female,0,52,Month-to-month,DSL,Bank transfer,66.86,3469.31,2,Yes
C100155,Female,0,44,Month-to-month,DSL,Electronic check,39.66,1779.62,3,Yes
C101366,Male,0,53,Month-to-month,DSL,Mailed check,35.14,1857.05,4,Yes
C100600,Female,1,9,One year,DSL,Credit card,58.74,554.0,2,Yes
C101602,Female,0,19,Two year,Fiber optic,Credit card,54.86,1024.36,1,No
C100248,Female,1,4,Month-to-month,Fiber optic,Credit card,98.16,403.85,0,Yes
C100761,Female,0,20,Month-to-month,Fiber optic,Mailed check,100.32,2020.55,0,Yes
C101827,Female,0,28,Month-to-month,DSL,Mailed check,66.18,1875.69,0,No
C101130,Male,0,23,Month-to-month,Fiber optic,Mailed check,66.52,1555.58,0,Yes
C100542,Male,0,22,Two year,No,Mailed check,34.77,762.06,0,No
C100793,Female,0,5,Two year,Fiber optic,Bank transfer,84.84,391.53,0,Yes
C101141,Male,0,55,One year,Fiber optic,Bank transfer,56.59,3143.95,0,No
C101455,Male,0,18,Month-to-month,Fiber optic,Mailed check,85.15,1491.99,0,No
C100628,Female,0,31,Month-to-month,DSL,Credit card,38.46,1164.72,2,Yes
C100150,Female,0,0,Month-to-month,No,Electronic check,20.86, ,1,Yes
C101837,Male,0,48,Month-to-month,Fiber optic,Credit card,77.6,3724.23,0,No
C100291,Male,0,46,Month-to-month,No,Bank transfer,15.0,674.46,1,No
C100381,Female,0,14,Month-to-month,No,Bank transfer,15.0,235.82,0,Yes
C100686,Male,0,14,Month-to-month,No,Credit card,32.32,463.06,3,Yes
C101367,Male,0,35,One year,Fiber optic,Credit card,64.2,2255.37,1,No
C101224,Male,1,37,Month-to-month,Fiber optic,Bank transfer,55.09,2020.19,1,Yes
C100897,Male,0,23,Month-to-month,DSL,Electronic check,42.9,964.88,3,Yes
C100854,Male,1,63,Month-to-month,DSL,Bank transfer,47.51,2999.82,0,No
C101071,Male,0,58,Month-to-month,DSL,Electronic check,56.51,3315.52,1,No
C101999,Male,0,13,Two year,No,Bank transfer,37.09,486.08,1,No
C101527,Male,1,18,Month-to-month,Fiber optic,Bank transfer,74.89,1359.6,0,Yes
C101687,Male,0,44,Month-to-month,Fiber optic,Bank transfer,89.0,3906.81,0,Yes
C100891,Female,0,24,Month-to-month,DSL,Electronic check,60.09,1420.15,3,No
C101756,male,1,10,Month-to-month,DSL,Bank transfer,39.64,426.87,1,Yes
C101315,Male,0,30,Month-to-month,DSL,Mailed check,38.32,1102.55,0,No
C101364,Female,0,72,Two year,DSL,Bank transfer,56.27,4043.56,0,No
C100615,Female,0,1,Month-to-month,DSL,Bank transfer,66.73,23.4,2,Yes
C100154,Male,0,0,One year,Fiber optic,Credit card,87.09, ,2,Yes
C101193,female,0,63,One year,Fiber optic,Bank transfer,59.86,3776.4,1,No
C101713,Female,0,58,One year,DSL,Credit card,81.54,4687.99,1,No
C101997,Female,0,24,Two year,Fiber optic,Credit card,73.02,1742.45,1,No
C101780,Male,0,37,Two year,Fiber optic,Mailed check,83.45,3086.12,0,Yes
C100322,Female,0,8,One year,No,Bank transfer,15.0,109.21,0,No
C101547,Female,0,59,One year,DSL,Credit card,47.57,2801.64,0,No
C101282,Male,0,52,Two year,DSL,Bank transfer,68.81,3554.31,1,No
C100082,Male,1,17,One year,Fiber optic,Electronic check,82.94,1427.91,4,Yes
C100512,Female,0,6,Two year,DSL,Bank transfer,37.31,212.46,2,No
C101526,Male,1,22,Month-to-month,Fiber optic,Electronic check,64.51,1400.33,1,Yes
C101970,Female,0,15,Month-to-month,Fiber optic,Credit card,75.34,1111.44,3,No
C100929,Female,0,54,Month-to-month,No,Bank transfer,51.74,2787.0,1,No
C101632,Male,1,72,Month-to-month,No,Bank transfer,15.0,1074.36,3,No
C101357,Male,0,20,Month-to-month,DSL,Credit card,64.74,1269.74,3,Yes
C100010,Female,0,28,Month-to-month,Fiber optic,Electronic check,97.86,2728.93,2,Yes
C100831,Male,1,16,Month-to-month,Fiber optic,Credit card,58.97,941.29,2,Yes
C100032,Male,0,56,One year,DSL,Bank transfer,74.52,4141.1,2,No
C101515,Female,0,20,Two year,Fiber optic,Electronic check,72.76,1463.29,2,Yes
C100413,Male,1,0,Month-to-month,No,Mailed check,15.0, ,2,No
C100580,Male,1,33,One year,No,Credit card,36.09,1183.27,0,No
C101406,Male,0,72,Month-to-month,No,Bank transfer,38.65,2784.73,1,No
C101550,Male,0,25,Month-to-month,No,Electronic check,33.57,849.5,0,No
C101628,Male,0,52,Month-to-month,DSL,Bank transfer,61.6,3225.94,2,Yes
C101906,Male,1,54,One year,Fiber optic,Electronic check,56.75,3045.93,0,No
C100614,Female,0,15,Month-to-month,No,Mailed check,39.38,615.76,2,No
C101045,Male,0,8,Two year,No,Credit card,18.0,140.09,1,No
C101402,Male,0,6,Month-to-month,DSL,Electronic check,65.86,430.23,1,No
C101014,Female,0,31,Month-to-month,DSL,Bank transfer,50.0,1566.12,1,No
C100089,Female,0,54,Month-to-month,Fiber optic,Credit card,72.37,3934.48,2,Yes
C101700,Male,0,38,Two year,DSL,Mailed check,42.16,1606.25,2,No
C100601,Female,0,68,Two year,DSL,Bank transfer,80.59,5459.95,1,No
C101237,Male,0,23,Month-to-month,Fiber optic,Electronic check,72.49,1658.68,0,No
C101838,Male,0,56,Month-to-month,Fiber optic,Credit card,65.51,3685.43,3,Yes
C100133,Female,0,29,Month-to-month,DSL,Electronic check,69.99,2049.15,3,No
C101370,Female,0,55,Month-to-month,DSL,Bank transfer,,3897.37,0,Yes
C100555,Female,0,38,One year,Fiber optic,Bank transfer,74.76,2855.23,3,No
C101031,Male,0,55,Two year,DSL,Bank transfer,43.26,2380.43,3,No
C101566,Female,0,30,One year,DSL,Electronic check,72.14,2153.5,1,No
C100320,Male,0,56,Two year,DSL,Bank transfer,50.99,2868.06,3,No
C101771,Male,0,2,Two year,DSL,Electronic check,51.89,130.53,1,No
C101211,Female,0,0,Month-to-month,Fiber optic,Mailed check,68.81, ,3,Yes
C101738,Male,0,48,Two year,DSL,Mailed check,47.29,2222.86,4,No
C100634,Male,1,63,One year,Fiber optic,Electronic check,79.11,4979.58,1,No
C100552,Female,0,13,Month-to-month,No,Credit card,24.6,324.58,1,No
C101328,Female,0,28,Month-to-month,DSL,Credit card,54.28,1489.79,0,No
C101055,Female,0,11,Month-to-month,Fiber optic,Bank transfer,82.04,923.44,1,Yes
C101559,Female,0,70,Month-to-month,No,Electronic check,29.1,2011.73,0,Yes
C100796,Female,0,5,Month-to-month,Fiber optic,Credit card,70.39,373.85,1,Yes
C101718,Male,0,31,Month-to-month,Fiber optic,Mailed check,80.68,2507.17,2,Yes
C101264,Male,0,37,Month-to-month,Fiber optic,Mailed check,88.38,3301.09,1,Yes
C101833,Male,0,37,One year,Fiber optic,Bank transfer,95.98,3517.5,0,Yes
C100174,Female,0,33,One year,Fiber optic,Electronic check,69.45,2309.7,0,No
C100766,Female,1,48,One year,No,Credit card,18.57,886.7,1,No
C100245,Male,0,24,Month-to-month,DSL,Bank transfer,39.44,918.75,0,Yes
C101080,Female,0,24,Month-to-month,No,Electronic check,15.0,384.25,1,No
C101737,Male,0,45,One year,Fiber optic,Mailed check,81.02,3642.18,0,No
C100145,Female,0,59,Month-to-month,Fiber optic,Electronic check,73.83,4345.14,1,No
C100090,Male,0,15,Month-to-month,DSL,Credit card,57.47,862.51,0,No
C101416,Female,0,59,Month-to-month,DSL,Bank transfer,73.77,4333.16,1,No
C100682,Female,0,54,One year,Fiber optic,Electronic check,28.35,1539.68,0,No
C100310,Female,0,35,Month-to-month,DSL,Mailed check,46.36,1621.47,0,No
C101383,Female,0,43,Month-to-month,DSL,Mailed check,53.85,2304.2,2,No
C100093,Male,0,33,Month-to-month,Fiber optic,Bank transfer,71.87,2351.68,2,Yes
C101568,Female,0,26,Month-to-month,No,Mailed check,28.97,747.01,0,No
C100924,Male,0,25,Month-to-month,DSL,Bank transfer,58.31,1472.01,1,Yes
C101686,Male,0,5,Month-to-month,Fiber optic,Credit card,78.54,406.83,2,Yes
C101035,Female,0,12,Month-to-month,Fiber optic,Electronic check,70.99,896.99,5,No
C101400,Female,0,54,One year,Fiber optic,Mailed check,79.15,4283.45,2,No
C100243,Female,0,24,Month-to-month,Fiber optic,Bank transfer,77.03,1854.15,1,Yes
C101111,male,0,58,One year,Fiber optic,Electronic check,66.91,3877.65,0,No
C100214,Female,0,51,One year,DSL,Credit card,66.6,3372.31,0,No
C101984,Female,0,52,One year,Fiber optic,Credit card,83.13,4267.65,4,Yes
C101197,Female,0,69,Month-to-month,No,Mailed check,37.74,2644.42,2,No
C100998,Female,1,30,Month-to-month,No,Mailed check,28.7,883.85,1,No
C100853,Male,0,6,Month-to-month,Fiber optic,Credit card,78.6,453.53,1,Yes
C100425,Male,0,57,Month-to-month,DSL,Bank transfer,64.34,3660.9,2,Yes
C101763,Female,0,66,Two year,DSL,Credit card,50.06,3332.61,1,No
C101142,Female,0,72,Month-to-month,Fiber optic,Bank transfer,72.21,5190.5,2,No
C101143,Female,0,10,Two year,DSL,Credit card,51.09,492.35,0,No
C100226,Female,0,43,One year,Fiber optic,Electronic check,68.4,2964.64,2,Yes
C101627,Female,0,4,One year,No,Credit card,15.0,51.49,0,No
C100000,Male,0,45,One year,Fiber optic,Credit card,90.37,4069.53,1,Yes
C101418,Female,0,64,Month-to-month,Fiber optic,Electronic check,94.91,6077.21,1,No
C100401,Female,0,55,One year,DSL,Electronic check,70.27,3832.07,0,No
C101428,Male,0,64,Two year,Fiber optic,Mailed check,59.84,3857.93,0,No
C101103,Male,1,40,One year,DSL,Bank transfer,49.16,1976.63,0,No
C100084,Female,1,49,Month-to-month,DSL,Bank transfer,49.15,2399.66,1,No
C100162,Male,0,16,Two year,DSL,Bank transfer,45.51,734.41,1,No
C100114,Female,1,14,One year,Fiber optic,Mailed check,83.02,1194.74,2,Yes
C100670,female,0,13,Month-to-month,Fiber optic,Mailed check,73.55,964.29,0,Yes
C101174,Male,0,8,Month-to-month,Fiber optic,Electronic check,80.13,616.8,0,Yes
C101528,Male,0,58,Two year,Fiber optic,Credit card,82.99,4790.77,0,No
C101518,Male,0,17,Month-to-month,Fiber optic,Electronic check,85.04,1445.12,1,Yes
C101392,Female,0,20,Two year,DSL,Electronic check,55.56,1107.25,2,Yes
C100889,Male,0,64,Two year,Fiber optic,Credit card,96.91,6209.76,0,No
C101501,Male,0,6,Month-to-month,Fiber optic,Bank transfer,87.65,544.56,2,Yes
C100625,Male,0,39,One year,No,Electronic check,28.45,1113.1,1,No
C101962,Male,0,43,Month-to-month,Fiber optic,Credit card,60.77,2593.55,1,No
C100952,Female,0,58,Month-to-month,DSL,Bank transfer,46.91,2722.22,5,Yes
C100807,Male,0,66,One year,No,Credit card,41.8,2814.81,1,No
C100258,Male,0,53,Two year,Fiber optic,Credit card,87.78,4657.79,3,No
C100624,Female,0,38,Month-to-month,DSL,Mailed check,54.33,2066.33,3,No
C100826,Female,0,39,Month-to-month,DSL,Bank transfer,58.65,2290.46,1,No
C100234,Male,0,55,Month-to-month,Fiber optic,Credit card,72.3,3953.08,1,Yes
C100135,Male,0,13,Month-to-month,DSL,Mailed check,35.5,435.17,1,No
C100616,Male,0,34,Month-to-month,Fiber optic,Bank transfer,66.0,2267.4,3,No
C101963,Female,0,32,Month-to-month,Fiber optic,Bank transfer,83.44,2705.2,1,Yes
C100836,Female,0,52,Month-to-month,DSL,Electronic check,56.27,2950.58,1,No
C100842,Female,0,36,Month-to-month,Fiber optic,Electronic check,67.73,2394.94,1,No
C100959,Male,0,41,One year,No,Credit card,15.0,622.32,0,No
C100592,Male,1,27,One year,Fiber optic,Credit card,79.79,2170.04,2,No
C101314,Female,0,64,Month-to-month,DSL,Bank transfer,44.88,2885.37,2,No
C101525,Male,0,6,Two year,DSL,Mailed check,59.61,354.51,1,No
C101291,Female,0,55,Month-to-month,DSL,Mailed check,49.55,2771.29,3,No
C100343,Female,0,49,Month-to-month,Fiber optic,Bank transfer,62.34,3083.92,3,Yes
C101650,Male,1,26,Two year,No,Bank transfer,27.33,702.82,1,No
C101576,Female,0,67,Two year,No,Mailed check,27.93,1852.22,2,No
C100293,Male,0,53,One year,No,Mailed check,34.24,1801.36,5,No
C100364,Male,0,59,One year,No,Credit card,27.53,1634.7,0,No
C100178,Female,0,58,One year,Fiber optic,Electronic check,61.33,3562.1,3,No
C100659,Male,0,16,Month-to-month,Fiber optic,Mailed check,49.19,781.9,0,Yes
C100996,Female,0,24,Month-to-month,Fiber optic,Electronic check,47.76,1130.32,1,No
C100014,Female,0,38,One year,DSL,Electronic check,64.76,2451.77,2,Yes
C101110,Female,0,2,Month-to-month,No,Credit card,29.12,87.2,0,Yes
C101394,Male,0,43,Month-to-month,No,Mailed check,45.62,1973.14,2,No
C100165,Female,1,48,Month-to-month,Fiber optic,Electronic check,93.75,4476.96,2,Yes
C101881,Male,0,5,Month-to-month,DSL,Electronic check,64.71,345.46,0,Yes
C101359,Male,0,3,Two year,Fiber optic,Bank transfer,91.91,274.28,1,No
C100059,Female,0,27,Two year,No,Bank transfer,33.36,922.76,2,No
C100709,Male,0,36,Month-to-month,DSL,Bank transfer,51.8,1885.33,0,Yes
C100676,Female,0,58,Month-to-month,Fiber optic,Electronic check,91.46,5294.93,0,No
C101378,Female,0,25,Month-to-month,Fiber optic,Electronic check,67.25,1677.88,1,Yes
C100780,Female,0,64,Month-to-month,Fiber optic,Electronic check,71.7,4592.49,1,Yes
C100424,Male,0,70,One year,DSL,Credit card,50.52,3544.02,1,No
C100292,Female,0,2,Month-to-month,No,Credit card,26.14,64.93,1,Yes
C101065,Male,1,34,Month-to-month,No,Electronic check,17.66,610.71,3,Yes
C101792,Male,0,54,Month-to-month,DSL,Bank transfer,64.18,3449.15,2,No
C100329,Female,0,43,Two year,DSL,Mailed check,60.12,2588.56,1,No
C100429,Female,0,10,Month-to-month,DSL,Electronic check,57.46,583.15,1,No
C101012,Male,0,54,Month-to-month,DSL,Mailed check,51.42,2767.14,1,No
C100079,Female,0,46,Month-to-month,No,Credit card,16.18,756.59,1,No
C101052,Female,0,49,One year,Fiber optic,Electronic check,70.62,3477.99,0,No
C100937,Male,0,22,One year,Fiber optic,Bank transfer,85.82,1856.58,3,Yes
C100834,Female,0,4,Month-to-month,Fiber optic,Credit card,69.02,273.65,2,Yes
C100749,Male,0,37,Month-to-month,Fiber optic,Bank transfer,67.47,2496.63,1,Yes
C100890,Male,0,10,Month-to-month,Fiber optic,Credit card,83.09,832.88,1,Yes
C100254,Female,0,18,Two year,No,Credit card,17.1,328.83,1,No
C101813,Male,0,59,One year,DSL,Mailed check,47.67,2834.76,1,No
C101482,Male,0,33,Month-to-month,Fiber optic,Bank transfer,75.77,2511.23,0,No
C101960,Female,0,27,Month-to-month,DSL,Credit card,47.6,1268.69,1,No
C101407,Female,0,49,Month-to-month,Fiber optic,Mailed check,91.15,4460.57,2,Yes
C101337,male,0,27,One year,Fiber optic,Bank transfer,99.76,2737.94,0,No
C101108,Female,0,20,Month-to-month,DSL,Electronic check,42.18,841.2,0,No
C100136,Female,0,10,Month-to-month,No,Credit card,15.0,158.53,1,No
C101135,Male,0,35,Month-to-month,Fiber optic,Mailed check,72.11,2540.84,1,Yes
C101218,Female,1,18,Month-to-month,DSL,Credit card,39.63,728.08,1,Yes
C100852,Female,0,49,Two year,Fiber optic,Bank transfer,81.14,3960.41,1,No
C101202,Female,1,19,Month-to-month,DSL,Credit card,61.32,1114.15,1,Yes
C101887,Male,1,44,Month-to-month,DSL,Credit card,40.29,1756.19,2,No
C100723,Male,0,25,One year,DSL,Credit card,66.96,1655.56,5,Yes
C100859,Female,0,59,Month-to-month,DSL,Bank transfer,66.88,3924.26,1,No
C100969,Male,0,51,One year,Fiber optic,Credit card,80.81,4108.44,3,No
C100496,Male,1,44,Month-to-month,Fiber optic,Mailed check,97.03,4246.91,1,Yes
C100950,Male,1,50,Month-to-month,Fiber optic,Mailed check,73.91,3717.6,0,Yes
C100805,Female,0,38,One year,Fiber optic,Bank transfer,82.57,3172.67,1,No
C100129,Female,1,27,Two year,DSL,Credit card,50.38,1327.44,2,No
C100337,Male,0,5,Month-to-month,DSL,Electronic check,66.58,336.34,1,Yes
C101998,Male,1,9,Two year,DSL,Credit card,38.75,354.91,0,No
C100608,Female,0,6,Month-to-month,DSL,Credit card,63.88,377.43,3,Yes
C101148,Female,0,20,Two year,Fiber optic,Mailed check,85.52,1701.25,3,Yes
C100195,Male,0,28,Month-to-month,Fiber optic,Bank transfer,78.43,2224.26,0,Yes
C101250,Male,0,24,Month-to-month,Fiber optic,Credit card,69.03,1662.71,2,No
C101292,Male,0,20,Two year,No,Bank transfer,15.0,299.51,1,Yes
C101979,Female,1,72,One year,Fiber optic,Mailed check,78.36,5641.46,0,No
C100909,Male,1,72,Month-to-month,Fiber optic,Electronic check,78.1,5636.08,1,Yes
C100584,Male,0,53,One year,Fiber optic,Electronic check,52.56,2762.29,1,No
C100103,Male,0,7,Month-to-month,No,Credit card,,172.98,1,Yes
C101850,Male,0,22,Two year,Fiber optic,Bank transfer,89.23,1990.93,0,No
C101869,Female,0,36,Month-to-month,Fiber optic,Credit card,67.13,2402.16,1,Yes
C100719,Female,0,48,Month-to-month,Fiber optic,Electronic check,81.38,3892.9,1,No
C100884,Female,0,3,Two year,No,Electronic check,15.0,50.77,2,No
C100776,Male,0,38,Month-to-month,Fiber optic,Bank transfer,83.6,3189.93,6,No
C101569,Female,1,38,Two year,No,Bank transfer,15.0,572.24,2,No
C100849,Female,0,11,One year,No,Mailed check,29.34,299.35,0,No
C100894,Female,0,51,One year,DSL,Bank transfer,48.16,2491.45,4,No
C100227,Female,0,47,Month-to-month,DSL,Bank transfer,90.5,4249.98,1,No
C101883,Female,0,13,Two year,Fiber optic,Electronic check,87.61,1153.8,1,No
C101325,Male,1,64,Month-to-month,DSL,Credit card,43.42,2802.25,0,No
C101299,Male,0,62,Month-to-month,Fiber optic,Bank transfer,78.9,4895.09,2,Yes
C100126,Male,0,12,Month-to-month,DSL,Bank transfer,43.46,507.03,0,Yes
C100405,Female,0,66,One year,Fiber optic,Mailed check,65.04,4300.32,2,No
C100775,Female,0,68,Month-to-month,Fiber optic,Bank transfer,68.42,4670.93,0,Yes
C100821,Female,0,48,Month-to-month,No,Bank transfer,40.26,1913.39,2,Yes
C100711,Female,0,26,Month-to-month,No,Credit card,21.33,534.2,2,No
C101891,Male,1,64,One year,No,Bank transfer,23.47,1487.16,1,No
C101060,Female,1,35,Month-to-month,DSL,Bank transfer,73.3,2536.41,1,No
C101163,Female,0,57,Month-to-month,Fiber optic,Mailed check,64.23,3679.53,0,No
C100303,Female,0,43,Month-to-month,DSL,Bank transfer,64.55,2767.83,0,Yes
C100267,Male,1,3,Two year,No,Credit card,19.13,108.56,0,No
C101557,Female,0,55,Month-to-month,DSL,Credit card,76.04,4187.41,1,No
C100545,Male,0,46,Month-to-month,No,Credit card,19.46,921.92,2,Yes
C100212,Female,0,42,Month-to-month,Fiber optic,Credit card,83.3,3491.71,0,Yes
C100896,Female,0,19,Month-to-month,No,Mailed check,15.0,291.63,2,Yes
C101492,Male,0,14,Month-to-month,Fiber optic,Bank transfer,89.17,1244.29,4,Yes
C101222,Female,0,29,Month-to-month,Fiber optic,Electronic check,65.44,1884.26,1,Yes
C100916,Female,0,2,One year,DSL,Bank transfer,49.57,134.39,0,No
C101551,Female,0,35,Month-to-month,Fiber optic,Electronic check,76.33,2656.04,0,Yes
C100675,Female,1,64,Month-to-month,DSL,Electronic check,54.8,3518.06,1,No
C101289,Female,0,3,One year,DSL,Mailed check,60.64,195.84,3,Yes
C100814,Female,0,26,Month-to-month,Fiber optic,Mailed check,33.66,859.05,1,Yes
C101265,Male,0,43,Month-to-month,DSL,Electronic check,57.4,2442.32,2,No
C100342,Female,0,48,One year,No,Bank transfer,15.68,763.43,1,No
C100549,Female,0,51,Month-to-month,DSL,Mailed check,57.35,2937.95,1,No
C101410,Male,0,5,Month-to-month,Fiber optic,Electronic check,64.15,322.1,1,Yes
C101214,Male,1,18,Month-to-month,No,Electronic check,22.74,413.98,0,No
C100966,Female,0,65,Month-to-month,Fiber optic,Credit card,66.65,4352.7,0,No
C101230,Female,0,41,Two year,DSL,Credit card,33.49,1366.99,2,No
C100295,Female,0,51,Month-to-month,Fiber optic,Electronic check,91.61,4664.29,0,No
C100695,male,0,43,One year,DSL,Electronic check,67.26,2859.04,0,No
C101452,Male,0,62,One year,Fiber optic,Credit card,69.5,4317.11,2,No
C100073,Male,1,45,Month-to-month,DSL,Mailed check,41.78,1878.02,0,Yes
C100605,Female,0,18,Month-to-month,DSL,Electronic check,56.2,1001.31,2,Yes
C100104,Female,0,60,Two year,Fiber optic,Credit card,79.33,4755.28,3,No
C100645,Male,0,51,Two year,DSL,Electronic check,63.16,3227.42,0,No
C101404,Male,0,30,One year,Fiber optic,Mailed check,71.06,2149.73,0,No
C101967,Male,0,17,Month-to-month,No,Credit card,35.3,606.03,1,No
C101040,Female,0,38,Month-to-month,Fiber optic,Mailed check,68.0,2599.25,1,Yes
C100439,Male,1,24,Month-to-month,Fiber optic,Credit card,68.8,1637.19,0,Yes
C101019,Male,0,20,Month-to-month,Fiber optic,Credit card,69.76,1421.12,0,Yes
C100091,Female,0,71,One year,DSL,Electronic check,56.01,3966.59,2,No
C101112,Male,0,68,One year,Fiber optic,Mailed check,94.1,6410.96,1,No
C101758,Female,0,59,Month-to-month,DSL,Mailed check,53.26,3165.68,2,No
C100908,Male,0,11,One year,No,Bank transfer,40.35,448.39,2,Yes
C101474,Female,0,34,One year,Fiber optic,Credit card,77.47,2616.23,0,Yes
C100102,Female,0,35,One year,No,Mailed check,15.0,522.97,3,No
C100238,Male,0,72,Month-to-month,No,Mailed check,24.8,1793.1,0,No
C101705,female,0,26,Month-to-month,Fiber optic,Electronic check,81.19,2112.55,2,Yes
C100942,Female,0,36,One year,Fiber optic,Electronic check,86.53,3133.04,1,No
C101270,Male,0,22,Two year,No,Electronic check,29.9,679.27,0,No
C100938,Male,0,57,One year,DSL,Credit card,55.23,3139.56,2,No
C101695,Female,0,51,Month-to-month,Fiber optic,Bank transfer,65.67,3356.25,0,No
C101181,Female,1,58,Month-to-month,Fiber optic,Bank transfer,77.74,4528.92,0,No
C101503,Male,0,37,One year,Fiber optic,Mailed check,78.88,2926.95,2,No
C100005,Female,0,17,Month-to-month,Fiber optic,Mailed check,91.8,1529.83,2,Yes
C101818,Male,0,50,Month-to-month,No,Bank transfer,26.53,1314.88,1,No
C100965,Female,0,61,Month-to-month,Fiber optic,Credit card,72.33,4400.92,2,Yes
C100018,Female,0,55,Month-to-month,Fiber optic,Electronic check,99.17,5453.34,1,Yes
C101430,Male,0,65,Month-to-month,No,Bank transfer,15.0,972.5,1,No
C100121,Female,0,43,One year,Fiber optic,Bank transfer,,2871.8,3,No
C100661,Female,0,68,Two year,No,Electronic check,25.94,1781.46,1,No
C101830,Male,0,12,One year,No,Credit card,23.9,282.85,0,Yes
C100274,Male,0,41,Month-to-month,DSL,Electronic check,54.7,2248.11,2,No
C100433,Male,0,25,Month-to-month,No,Credit card,16.44,435.36,1,No
C100811,Female,0,59,One year,DSL,Credit card,57.48,3391.25,0,No
C101300,Female,1,55,One year,Fiber optic,Mailed check,65.11,3600.7,4,No
C101335,Female,0,9,One year,No,Bank transfer,25.43,210.53,1,No
C101870,male,0,5,One year,DSL,Mailed check,57.25,314.27,1,No
C101893,Female,0,15,Two year,DSL,Electronic check,37.49,568.84,3,No
C101570,Male,0,50,Month-to-month,Fiber optic,Electronic check,96.27,4821.88,0,No
C100181,Male,0,63,Month-to-month,Fiber optic,Mailed check,79.24,4992.86,2,No
C100184,Male,0,12,Two year,DSL,Electronic check,44.31,556.13,1,No
C100406,Male,1,54,Two year,No,Bank transfer,17.87,945.67,3,No
C100865,Female,1,71,Month-to-month,Fiber optic,Credit card,92.42,6598.92,0,No
C101630,Female,0,22,Month-to-month,Fiber optic,Mailed check,74.76,1667.49,1,No
C100520,Male,0,0,Month-to-month,No,Bank transfer,48.83, ,2,Yes
C101003,Female,0,41,Month-to-month,Fiber optic,Credit card,63.71,2603.13,3,No
C100380,Male,0,21,Month-to-month,Fiber optic,Electronic check,73.49,1542.52,1,Yes
C101434,Male,0,29,One year,DSL,Bank transfer,50.36,1497.71,2,No
C101658,Female,0,46,Month-to-month,DSL,Bank transfer,59.57,2721.67,2,No
C101393,Female,0,21,Month-to-month,Fiber optic,Electronic check,70.94,1469.99,1,Yes
C101424,Male,1,69,Two year,Fiber optic,Mailed check,63.42,4378.14,1,No
C101612,Female,0,33,Month-to-month,Fiber optic,Credit card,78.93,2618.91,1,Yes
C100427,Female,0,43,Month-to-month,Fiber optic,Bank transfer,70.83,3066.82,2,No
C100078,Female,0,42,Month-to-month,DSL,Electronic check,73.97,3113.91,3,No
C101597,Female,0,30,Month-to-month,Fiber optic,Electronic check,64.18,1901.9,0,Yes
C101009,Female,0,52,Month-to-month,Fiber optic,Bank transfer,81.42,4260.14,1,No
